"","conceptId","term"
"1420",192244001,"[X]Mental and behavioral disorders due to use of sedatives or hypnotics: withdrawal state with delirium (disorder)"
"1421",192245000,"[X]Mental and behavioral disorders due to use of sedatives or hypnotics: psychotic disorder (disorder)"
"1422",192246004,"[X]Mental and behavioral disorders due to use of sedatives or hypnotics: amnesic syndrome (disorder)"
"1423",192247008,"[X]Mental and behavioral disorders due to use of sedatives or hypnotics: residual and late-onset psychotic disorder (disorder)"
"1424",192249006,"[X]Mental and behavioral disorders due to use of sedatives or hypnotics: other mental and behavioral disorders (disorder)"
"1425",192250006,"[X]Mental and behavioral disorders due to use of sedatives or hypnotics: unspecified mental and behavioral disorder (disorder)"
"1426",192251005,"[X]Mental and behavioral disorders due to use of cocaine (disorder)"
"1427",192252003,"[X]Mental and behavioral disorders due to use of cocaine: acute intoxication (disorder)"
"1428",192253008,"[X]Mental and behavioral disorders due to use of cocaine: harmful use (disorder)"
"1429",192254002,"[X]Mental and behavioral disorders due to use of cocaine: dependence syndrome (disorder)"
"1430",192255001,"[X]Mental and behavioral disorders due to use of cocaine: withdrawal state (disorder)"
"1431",192256000,"[X]Mental and behavioral disorders due to use of cocaine: withdrawal state with delirium (disorder)"
"1432",192257009,"[X]Mental and behavioral disorders due to use of cocaine: psychotic disorder (disorder)"
"1433",192258004,"[X]Mental and behavioral disorders due to use of cocaine: amnesic syndrome (disorder)"
"1434",192259007,"[X]Mental and behavioral disorders due to use of cocaine: residual and late-onset psychotic disorder (disorder)"
"1435",192260002,"[X]Mental and behavioral disorders due to use of cocaine: other mental and behavioral disorders (disorder)"
"1436",192261003,"[X]Mental and behavioral disorders due to use of cocaine: unspecified mental and behavioral disorder (disorder)"
"1437",192262005,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine (disorder)"
"1438",192263000,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: acute intoxication (disorder)"
"1439",192264006,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: harmful use (disorder)"
"1440",192266008,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: withdrawal state (disorder)"
"1441",192267004,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: withdrawal state with delirium (disorder)"
"1442",192268009,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: psychotic disorder (disorder)"
"1443",192269001,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: amnesic syndrome (disorder)"
"1444",192270000,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: residual and late-onset psychotic disorder (disorder)"
"1445",192271001,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: other mental and behavioral disorders (disorder)"
"1446",192272008,"[X]Mental and behavioral disorders due to use of other stimulants, including caffeine: unspecified mental and behavioral disorder (disorder)"
"1447",192273003,"[X]Mental and behavioral disorders due to use of hallucinogens (disorder)"
"1448",192275005,"[X]Mental and behavioral disorders due to use of hallucinogens: acute intoxication (disorder)"
"1449",192276006,"[X]Mental and behavioral disorders due to use of hallucinogens: harmful use (disorder)"
"1450",192278007,"[X]Mental and behavioral disorders due to use of hallucinogens: withdrawal state (disorder)"
"1451",192279004,"[X]Mental and behavioral disorders due to use of hallucinogens: withdrawal state with delirium (disorder)"
"1452",192280001,"[X]Mental and behavioral disorders due to use of hallucinogens: psychotic disorder (disorder)"
"1453",192281002,"[X]Mental and behavioral disorders due to use of hallucinogens: amnesic syndrome (disorder)"
"1454",192283004,"[X]Mental and behavioral disorders due to use of hallucinogens: other mental and behavioral disorders (disorder)"
"1455",192284005,"[X]Mental and behavioral disorders due to use of hallucinogens: unspecified mental and behavioral disorder (disorder)"
"1456",192285006,"[X]Mental and behavioral disorder due to use of tobacco (disorder)"
"1457",192286007,"[X]Mental and behavioral disorders due to use of tobacco: acute intoxication (disorder)"
"1458",192287003,"[X]Mental and behavioral disorders due to use of tobacco: harmful use (disorder)"
"1459",192288008,"[X]Mental and behavioral disorders due to use of tobacco: dependence syndrome (disorder)"
"1460",192289000,"[X]Mental and behavioral disorders due to use of tobacco: withdrawal state (disorder)"
"1461",192290009,"[X]Mental and behavioral disorders due to use of tobacco: withdrawal state with delirium (disorder)"
"1462",192291008,"[X]Mental and behavioral disorders due to use of tobacco: psychotic disorder (disorder)"
"1463",192292001,"[X]Mental and behavioral disorders due to use of tobacco: amnesic syndrome (disorder)"
"1464",192293006,"[X]Mental and behavioral disorders due to use of tobacco: residual and late-onset psychotic disorder (disorder)"
"1465",192294000,"[X]Mental and behavioral disorders due to use of tobacco: other mental and behavioral disorders (disorder)"
"1466",192295004,"[X]Mental and behavioral disorders due to use of tobacco: unspecified mental and behavioral disorder (disorder)"
"1467",192296003,"[X]Mental and behavioral disorders due to use of volatile solvents (disorder)"
"1468",192297007,"[X]Mental and behavioral disorders due to use of volatile solvents: acute intoxication (disorder)"
"1469",192298002,"[X]Mental and behavioral disorders due to use of volatile solvents: harmful use (disorder)"
"1470",192300002,"[X]Mental and behavioral disorders due to use of volatile solvents: withdrawal state (disorder)"
"1471",192301003,"[X]Mental and behavioral disorders due to use of volatile solvents: withdrawal state with delirium (disorder)"
"1472",192302005,"[X]Mental and behavioral disorders due to use of volatile solvents: psychotic disorder (disorder)"
"1473",192303000,"[X]Mental and behavioral disorders due to use of volatile solvents: amnesic syndrome (disorder)"
"1474",192304006,"[X]Mental and behavioral disorders due to use of volatile solvents: residual and late-onset psychotic disorder (disorder)"
"1475",192305007,"[X]Mental and behavioral disorders due to use of volatile solvents: other mental and behavioral disorders (disorder)"
"1476",192306008,"[X]Mental and behavioral disorders due to use of volatile solvents: unspecified mental and behavioral disorder (disorder)"
"1477",192307004,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances (disorder)"
"1478",192308009,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: acute intoxication (disorder)"
"1479",192309001,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: harmful use (disorder)"
"1480",192311005,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: withdrawal state (disorder)"
"1481",192312003,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: withdrawal state with delirium (disorder)"
"1482",192313008,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: psychotic disorder (disorder)"
"1483",192314002,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: amnesic syndrome (disorder)"
"1484",192315001,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: residual and late-onset psychotic (disorder)"
"1485",192316000,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: other mental and behavioral disorders (disorder)"
"1486",192317009,"[X]Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances: unspecified mental and behavioral disorder (disorder)"
"1487",192318004,"[X]Schizophrenia, schizotypal and delusional disorders (disorder)"
"1488",192322009,"[X]Undifferentiated schizophrenia (disorder)"
"1489",192327003,"[X]Schizophrenia, unspecified (disorder)"
"1490",192332002,"[X]Persistent delusional disorder, unspecified (disorder)"
"1491",192335000,"[X]Acute polymorphic psychotic disorder with symptoms of schizophrenia (disorder)"
"1492",192339006,"[X]Other acute and transient psychotic disorders (disorder)"
"1493",192344004,"[X]Other schizoaffective disorders (disorder)"
"1494",192345003,"[X]Schizoaffective disorder, unspecified (disorder)"
"1495",192351008,"[X]Mania without psychotic symptoms (disorder)"
"1496",192353006,"[X]Other manic episodes (disorder)"
"1497",192356003,"[X]Bipolar affective disorder, current episode manic without psychotic symptoms (disorder)"
"1498",192357007,"[X]Bipolar affective disorder, current episode manic with psychotic symptoms (disorder)"
"1499",192358002,"[X]Bipolar affective disorder, current episode mild or moderate depression (disorder)"
"1500",192359005,"[X]Bipolar affective disorder, current episode severe depression without psychotic symptoms (disorder)"
"1501",192362008,"Bipolar affective disorder, current episode mixed (disorder)"
"1502",192363003,"[X]Bipolar affective disorder, currently in remission (disorder)"
"1503",192365005,"[X]Bipolar affective disorder, unspecified (disorder)"
"1504",192367002,"[X]Mild depressive episode (disorder)"
"1505",192368007,"[X]Moderate depressive episode (disorder)"
"1506",192375008,"[X]Recurrent depressive disorder, current episode mild (disorder)"
"1507",192376009,"[X]Recurrent depressive disorder, current episode moderate (disorder)"
"1508",192379002,"[X]Recurrent depressive disorder, currently in remission (disorder)"
"1509",192380004,"[X]Other recurrent depressive disorders (disorder)"
"1510",192392004,"[X]Neurotic, stress-related and somatoform disorders (disorder)"
"1511",192393009,"[X]Phobic anxiety disorders (disorder)"
"1512",192397005,"[X]Other phobic anxiety disorders (disorder)"
"1513",192398000,"[X]Phobic anxiety disorder, unspecified (disorder)"
"1514",192399008,"[X]Other anxiety disorders (disorder)"
"1515",192400001,"[X]Panic disorder [episodic paroxysmal anxiety] (disorder)"
"1516",192403004,"[X]Other mixed anxiety disorders (disorder)"
"1517",192405006,"[X]Anxiety disorder, unspecified (disorder)"
"1518",192407003,"[X]Predominantly obsessional thoughts or ruminations (disorder)"
"1519",192408008,"[X]Predominantly compulsive acts [obsessional rituals] (disorder)"
"1520",192409000,"[X]Mixed obsessional thoughts and acts (disorder)"
"1521",192410005,"[X]Other obsessive-compulsive disorders (disorder)"
"1522",192411009,"[X]Obsessive-compulsive disorder, unspecified (disorder)"
"1523",192417008,"[X]Other reactions to severe stress (disorder)"
"1524",192418003,"[X]Reaction to severe stress, unspecified (disorder)"
"1525",192419006,"[X]Dissociative [conversion] disorders (disorder)"
"1526",192423003,"[X]Trance and possession disorders (disorder)"
"1527",192427002,"[X]Mixed dissociative [conversion] disorders (disorder)"
"1528",192429004,"[X]Dissociative [conversion] disorder, unspecified (disorder)"
"1529",192437007,"[X]Somatoform disorder, unspecified (disorder)"
"1530",192438002,"[X]Other neurotic disorders (disorder)"
"1531",192442004,"[X]Neurotic disorder, unspecified (disorder)"
"1532",192443009,"[X]Behavioral syndromes associated with physiological disturbances and physical factors (disorder)"
"1533",192444003,"[X]Eating disorders (disorder)"
"1534",192450008,"Vomiting associated with other psychological disturbances (disorder)"
"1535",192452000,"[X]Eating disorder, unspecified (disorder)"
"1536",192465009,"[X]Sexual aversion and lack of sexual enjoyment (disorder)"
"1537",192472005,"[X]Other sexual dysfunction, not caused by organic disorder or disease (disorder)"
"1538",192473000,"[X]Unspecified sexual dysfunction not caused by organic disorder or disease (disorder)"
"1539",192474006,"[X]Mental and behavioral disorders associated with the puerperium, not elsewhere classified (disorder)"
"1540",192478009,"[X]Other mental and behavioral disorders associated with the puerperium, not elsewhere classified (disorder)"
